Date,Ingredient,Price_Per_Unit
2025-12-08,Flour,45.67
2025-12-08,Butter,465.78
2025-12-08,Sugar,41.01
2025-12-08,Eggs,5.78
2025-12-08,Cocoa,669.45
2025-12-09,Flour,45.91
2025-12-09,Butter,461.66
2025-12-09,Sugar,40.92
2025-12-09,Eggs,5.87
2025-12-09,Cocoa,665.07
2025-12-10,Flour,46.37
2025-12-10,Butter,455.42
2025-12-10,Sugar,40.44
2025-12-10,Eggs,5.98
2025-12-10,Cocoa,664.69
2025-12-11,Flour,46.1
2025-12-11,Butter,462.45
2025-12-11,Sugar,40.99
2025-12-11,Eggs,6.04
2025-12-11,Cocoa,660.69
2025-12-12,Flour,45.95
2025-12-12,Butter,464.3
2025-12-12,Sugar,41.3
2025-12-12,Eggs,6.01
2025-12-12,Cocoa,661.59
2025-12-13,Flour,46.05
2025-12-13,Butter,470.79
2025-12-13,Sugar,41.63
2025-12-13,Eggs,5.92
2025-12-13,Cocoa,659.97
2025-12-14,Flour,45.61
2025-12-14,Butter,473.7
2025-12-14,Sugar,42.03
2025-12-14,Eggs,5.93
2025-12-14,Cocoa,658.02
2025-12-15,Flour,45.63
2025-12-15,Butter,474.83
2025-12-15,Sugar,41.76
2025-12-15,Eggs,5.85
2025-12-15,Cocoa,644.54
2025-12-16,Flour,46.19
2025-12-16,Butter,477.32
2025-12-16,Sugar,41.92
2025-12-16,Eggs,5.93
2025-12-16,Cocoa,636.49
2025-12-17,Flour,45.38
2025-12-17,Butter,479.21
2025-12-17,Sugar,42.04
2025-12-17,Eggs,5.83
2025-12-17,Cocoa,639.09
2025-12-18,Flour,45.2
2025-12-18,Butter,475.36
2025-12-18,Sugar,41.9
2025-12-18,Eggs,5.69
2025-12-18,Cocoa,635.47
2025-12-19,Flour,44.87
2025-12-19,Butter,478.12
2025-12-19,Sugar,41.84
2025-12-19,Eggs,5.73
2025-12-19,Cocoa,619.19
2025-12-20,Flour,44.5
2025-12-20,Butter,480.83
2025-12-20,Sugar,41.71
2025-12-20,Eggs,5.79
2025-12-20,Cocoa,608.07
2025-12-21,Flour,44.84
2025-12-21,Butter,477.74
2025-12-21,Sugar,41.41
2025-12-21,Eggs,5.85
2025-12-21,Cocoa,616.46
2025-12-22,Flour,45.31
2025-12-22,Butter,487.57
2025-12-22,Sugar,41.95
2025-12-22,Eggs,5.81
2025-12-22,Cocoa,618.06
2025-12-23,Flour,45.14
2025-12-23,Butter,497.16
2025-12-23,Sugar,42.42
2025-12-23,Eggs,5.8
2025-12-23,Cocoa,624.4
2025-12-24,Flour,44.58
2025-12-24,Butter,498.02
2025-12-24,Sugar,42.01
2025-12-24,Eggs,5.7
2025-12-24,Cocoa,630.01
2025-12-25,Flour,45.0
2025-12-25,Butter,499.85
2025-12-25,Sugar,41.94
2025-12-25,Eggs,5.63
2025-12-25,Cocoa,622.86
2025-12-26,Flour,44.56
2025-12-26,Butter,498.34
2025-12-26,Sugar,42.39
2025-12-26,Eggs,5.7
2025-12-26,Cocoa,612.69
2025-12-27,Flour,44.26
2025-12-27,Butter,494.51
2025-12-27,Sugar,41.32
2025-12-27,Eggs,5.74
2025-12-27,Cocoa,611.84
2025-12-28,Flour,44.22
2025-12-28,Butter,500.68
2025-12-28,Sugar,41.37
2025-12-28,Eggs,5.72
2025-12-28,Cocoa,616.32
2025-12-29,Flour,44.72
2025-12-29,Butter,501.69
2025-12-29,Sugar,41.67
2025-12-29,Eggs,5.72
2025-12-29,Cocoa,616.46
2025-12-30,Flour,44.77
2025-12-30,Butter,497.64
2025-12-30,Sugar,41.44
2025-12-30,Eggs,5.81
2025-12-30,Cocoa,630.18
